date,PM2.5,TEMP,PRES,WSPM,RAIN,weekday,day_type
2013-03-02,81.0,-0.6,1022.3,1.4,0.0,5,Weekend
2013-03-02,93.0,-0.8,1021.1,1.3,0.0,5,Weekend
2013-03-03,112.0,-1.4,1020.4,1.2,0.0,6,Weekend
2013-03-03,109.0,-2.0,1019.4,1.2,0.0,6,Weekend
2013-03-03,110.0,-2.8,1018.3,1.4,0.0,6,Weekend
2013-03-03,105.0,-2.6,1017.2,1.2,0.0,6,Weekend
2013-03-03,106.0,-4.3,1016.9,0.9,0.0,6,Weekend
2013-03-03,101.0,-5.6,1016.3,0.8,0.0,6,Weekend
2013-03-03,91.0,-5.8,1016.2,0.8,0.0,6,Weekend
2013-03-03,79.0,-3.1,1016.5,1.5,0.0,6,Weekend
2013-03-03,77.0,0.7,1016.2,2.3,0.0,6,Weekend
2013-03-03,83.0,3.5,1015.8,0.4,0.0,6,Weekend
2013-03-03,94.0,6.5,1014.9,1.3,0.0,6,Weekend
2013-03-03,96.0,11.4,1013.8,0.9,0.0,6,Weekend
2013-03-03,91.0,13.8,1012.5,1.1,0.0,6,Weekend
2013-03-03,98.0,16.0,1011.5,5.9,0.0,6,Weekend
2013-03-03,72.0,16.7,1010.8,4.3,0.0,6,Weekend
2013-03-03,48.0,16.9,1010.5,2.0,0.0,6,Weekend
2013-03-03,28.0,16.4,1010.6,2.9,0.0,6,Weekend
2013-03-03,26.0,13.1,1011.1,1.7,0.0,6,Weekend
2013-03-03,24.0,8.7,1012.3,1.6,0.0,6,Weekend
2013-03-03,19.0,12.2,1013.4,2.0,0.0,6,Weekend
2013-03-03,60.0,11.7,1013.5,0.9,0.0,6,Weekend
2013-03-03,117.0,5.3,1013.6,0.0,0.0,6,Weekend
2013-03-03,54.0,3.1,1014.1,1.8,0.0,6,Weekend
2013-03-03,46.0,5.2,1014.8,1.7,0.0,6,Weekend
2013-03-04,42.0,7.7,1015.7,2.6,0.0,0,Weekday
2013-03-04,49.0,8.2,1016.7,2.8,0.0,0,Weekday
2013-03-04,34.0,8.1,1016.7,4.3,0.0,0,Weekday
2013-03-04,12.0,7.2,1016.9,2.8,0.0,0,Weekday
2013-03-04,7.0,6.0,1018.0,1.0,0.0,0,Weekday
2013-03-04,10.0,2.7,1018.6,0.5,0.0,0,Weekday
2013-03-04,13.0,3.8,1018.9,2.3,0.0,0,Weekday
2013-03-04,14.0,6.5,1019.7,2.3,0.0,0,Weekday
2013-03-04,13.0,9.0,1020.7,3.1,0.0,0,Weekday
2013-03-04,15.0,10.6,1020.8,1.3,0.0,0,Weekday
2013-03-04,16.0,11.9,1020.4,2.1,0.0,0,Weekday
2013-03-04,18.0,13.1,1020.0,3.0,0.0,0,Weekday
2013-03-04,13.0,14.2,1018.9,2.7,0.0,0,Weekday
2013-03-04,3.0,15.3,1017.8,2.0,0.0,0,Weekday
2013-03-04,3.0,15.2,1017.0,0.7,0.0,0,Weekday
2013-03-04,10.0,15.3,1016.3,2.4,0.0,0,Weekday
2013-03-04,14.0,14.5,1015.7,2.6,0.0,0,Weekday
2013-03-04,20.0,12.7,1015.9,2.6,0.0,0,Weekday
2013-03-04,25.0,11.6,1016.5,3.4,0.0,0,Weekday
2013-03-04,31.0,10.9,1016.6,3.5,0.0,0,Weekday
2013-03-04,34.0,9.9,1016.9,3.1,0.0,0,Weekday
2013-03-04,40.0,8.4,1016.9,2.1,0.0,0,Weekday
2013-03-04,51.0,8.6,1016.3,2.4,0.0,0,Weekday
2013-03-04,58.0,7.7,1015.7,2.1,0.0,0,Weekday
2013-03-05,71.0,4.7,1015.2,1.6,0.0,1,Weekday
2013-03-05,91.0,1.1,1014.7,0.0,0.0,1,Weekday
2013-03-05,100.0,-0.6,1014.4,0.0,0.0,1,Weekday
2013-03-05,103.0,0.2,1014.0,1.2,0.0,1,Weekday
2013-03-05,115.0,1.8,1013.7,1.5,0.0,1,Weekday
2013-03-05,117.0,0.6,1013.9,0.8,0.0,1,Weekday
2013-03-05,104.0,-0.2,1013.4,1.3,0.0,1,Weekday
2013-03-05,106.0,2.9,1013.4,1.3,0.0,1,Weekday
2013-03-05,111.0,5.1,1013.4,1.2,0.0,1,Weekday
2013-03-05,114.0,7.7,1012.8,1.5,0.0,1,Weekday
2013-03-05,131.0,9.4,1012.0,1.5,0.0,1,Weekday
2013-03-05,138.0,10.6,1011.1,1.4,0.0,1,Weekday
2013-03-05,142.0,11.9,1009.7,1.3,0.0,1,Weekday
2013-03-05,163.0,12.6,1008.5,1.0,0.0,1,Weekday
2013-03-05,168.0,13.5,1007.7,1.4,0.0,1,Weekday
2013-03-05,165.0,13.8,1007.2,1.2,0.0,1,Weekday
2013-03-05,166.0,13.2,1007.1,2.0,0.0,1,Weekday
2013-03-05,190.0,12.1,1007.7,1.6,0.0,1,Weekday
2013-03-05,203.0,9.0,1008.2,1.4,0.0,1,Weekday
2013-03-05,210.0,5.3,1008.5,0.0,0.0,1,Weekday
2013-03-05,205.0,3.3,1008.7,0.2,0.0,1,Weekday
2013-03-05,215.0,2.9,1009.0,1.2,0.0,1,Weekday
2013-03-05,219.0,5.2,1008.9,1.1,0.0,1,Weekday
2013-03-05,226.0,4.9,1008.4,1.4,0.0,1,Weekday
2013-03-06,284.0,4.9,1008.5,1.2,0.0,2,Weekday
2013-03-06,272.0,4.8,1008.3,1.5,0.0,2,Weekday
2013-03-06,242.0,4.1,1007.8,1.9,0.0,2,Weekday
2013-03-06,212.0,4.0,1007.6,1.9,0.0,2,Weekday
2013-03-06,192.0,3.9,1007.3,1.4,0.0,2,Weekday
2013-03-06,188.0,4.1,1007.8,1.6,0.0,2,Weekday
2013-03-06,186.0,4.5,1008.4,2.0,0.0,2,Weekday
2013-03-06,188.0,5.7,1009.3,1.7,0.0,2,Weekday
2013-03-06,194.0,6.6,1009.3,1.7,0.0,2,Weekday
2013-03-06,184.0,7.5,1009.1,1.7,0.0,2,Weekday
2013-03-06,175.0,8.7,1008.6,1.5,0.0,2,Weekday
2013-03-06,179.0,10.1,1007.7,1.4,0.0,2,Weekday
2013-03-06,192.0,11.1,1006.9,0.4,0.0,2,Weekday
2013-03-06,201.0,12.6,1005.8,1.5,0.0,2,Weekday
2013-03-06,230.0,14.5,1005.5,1.6,0.0,2,Weekday
2013-03-06,246.0,14.7,1005.5,2.5,0.0,2,Weekday
2013-03-06,248.0,14.2,1005.5,1.4,0.0,2,Weekday
2013-03-06,230.0,11.6,1005.9,1.1,0.0,2,Weekday
2013-03-06,239.0,6.8,1006.8,0.9,0.0,2,Weekday
2013-03-06,242.0,5.1,1007.6,1.2,0.0,2,Weekday
2013-03-06,254.0,4.4,1008.2,1.1,0.0,2,Weekday
2013-03-06,266.0,3.8,1007.7,1.9,0.0,2,Weekday
2013-03-06,254.0,2.4,1007.3,1.2,0.0,2,Weekday
2013-03-06,260.0,2.3,1007.2,1.3,0.0,2,Weekday
2013-03-07,250.0,1.5,1007.1,0.8,0.0,3,Weekday
2013-03-07,240.0,0.7,1007.1,1.2,0.0,3,Weekday
2013-03-07,238.0,1.5,1006.9,0.6,0.0,3,Weekday
2013-03-07,243.0,0.3,1006.5,1.7,0.0,3,Weekday
2013-03-07,246.0,-0.9,1006.4,0.5,0.0,3,Weekday
2013-03-07,275.0,1.6,1006.7,1.7,0.0,3,Weekday
2013-03-07,306.0,0.3,1006.6,0.4,0.0,3,Weekday
2013-03-07,320.0,2.4,1006.8,1.5,0.0,3,Weekday
2013-03-07,292.0,8.3,1006.5,0.8,0.0,3,Weekday
2013-03-07,251.0,10.1,1006.1,0.6,0.0,3,Weekday
2013-03-07,228.0,12.7,1005.5,1.2,0.0,3,Weekday
2013-03-07,217.0,16.5,1003.6,1.7,0.0,3,Weekday
2013-03-07,255.0,17.1,1001.6,3.7,0.0,3,Weekday
2013-03-07,258.0,17.7,1000.2,3.1,0.0,3,Weekday
2013-03-07,277.0,18.3,998.6,3.6,0.0,3,Weekday
2013-03-07,282.0,18.6,997.6,3.3,0.0,3,Weekday
2013-03-07,267.0,17.9,997.2,1.9,0.0,3,Weekday
2013-03-07,216.0,15.4,997.1,1.4,0.0,3,Weekday
2013-03-07,201.0,14.4,997.4,1.9,0.0,3,Weekday
2013-03-07,211.0,13.4,997.9,1.5,0.0,3,Weekday
2013-03-07,227.0,11.8,997.7,1.5,0.0,3,Weekday
2013-03-07,282.0,9.2,997.9,1.4,0.0,3,Weekday
2013-03-07,363.0,7.5,998.3,1.3,0.0,3,Weekday
2013-03-07,376.0,6.6,998.4,0.1,0.0,3,Weekday
2013-03-08,344.0,4.1,998.2,0.0,0.0,4,Weekday
2013-03-08,339.0,3.3,998.5,0.9,0.0,4,Weekday
2013-03-08,339.0,2.5,998.2,0.8,0.0,4,Weekday
2013-03-08,324.0,1.8,997.9,0.0,0.0,4,Weekday
2013-03-08,322.0,1.3,998.5,1.0,0.0,4,Weekday
2013-03-08,315.0,1.4,999.0,0.8,0.0,4,Weekday
2013-03-08,310.0,1.1,999.7,0.8,0.0,4,Weekday
2013-03-08,309.0,5.7,1000.4,1.0,0.0,4,Weekday
2013-03-08,310.0,10.9,1000.8,0.7,0.0,4,Weekday
2013-03-08,326.0,16.9,1001.1,1.0,0.0,4,Weekday
2013-03-08,326.0,19.1,1000.9,1.9,0.0,4,Weekday
2013-03-08,219.0,20.5,1000.5,4.4,0.0,4,Weekday
2013-03-08,104.0,21.7,999.4,3.0,0.0,4,Weekday
2013-03-08,121.0,22.5,998.2,3.3,0.0,4,Weekday
2013-03-08,184.0,17.4,998.3,4.5,0.0,4,Weekday
2013-03-08,330.0,13.9,999.5,2.7,0.0,4,Weekday
2013-03-08,172.0,11.9,1000.2,2.6,0.0,4,Weekday
2013-03-08,114.0,10.3,999.9,2.8,0.0,4,Weekday
2013-03-08,82.0,9.3,1000.6,1.4,0.0,4,Weekday
2013-03-08,84.0,8.0,1000.5,0.8,0.0,4,Weekday
2013-03-08,91.0,7.9,1000.4,1.4,0.0,4,Weekday
2013-03-08,81.0,7.2,1000.0,1.6,0.0,4,Weekday
2013-03-08,90.0,6.3,999.0,0.9,0.0,4,Weekday
2013-03-08,79.0,5.7,997.7,1.0,0.0,4,Weekday
2013-03-09,49.0,3.6,996.1,0.6,0.0,5,Weekend
2013-03-09,89.0,2.1,994.9,1.1,0.0,5,Weekend
2013-03-09,89.0,1.4,994.1,0.0,0.0,5,Weekend
2013-03-09,98.0,1.1,993.0,1.4,0.0,5,Weekend
2013-03-09,97.0,1.8,992.0,0.0,0.0,5,Weekend
2013-03-09,102.0,3.2,992.0,1.3,0.0,5,Weekend
2013-03-09,110.0,2.8,992.2,1.0,0.0,5,Weekend
2013-03-09,108.0,4.6,992.9,1.8,0.0,5,Weekend
2013-03-09,104.0,8.4,994.1,2.6,0.0,5,Weekend
2013-03-09,113.0,16.3,995.9,3.3,0.0,5,Weekend
2013-03-09,145.0,16.7,998.3,7.7,0.0,5,Weekend
2013-03-09,69.0,14.3,1001.3,7.4,0.0,5,Weekend
2013-03-09,78.0,12.4,1004.3,7.9,0.0,5,Weekend
2013-03-09,49.0,10.3,1006.5,7.2,0.0,5,Weekend
2013-03-09,47.0,10.5,1008.1,6.7,0.0,5,Weekend
2013-03-09,28.0,10.2,1009.4,3.9,0.0,5,Weekend
2013-03-09,21.0,10.5,1010.8,4.8,0.0,5,Weekend
2013-03-09,14.0,8.6,1013.0,4.8,0.0,5,Weekend
2013-03-09,17.0,7.4,1015.9,4.8,0.0,5,Weekend
2013-03-09,15.0,6.4,1018.1,3.5,0.0,5,Weekend
2013-03-09,18.0,5.6,1019.7,4.5,0.0,5,Weekend
2013-03-09,12.0,4.8,1020.3,3.3,0.0,5,Weekend
2013-03-09,11.0,3.8,1021.2,1.2,0.0,5,Weekend
2013-03-09,6.0,0.8,1021.3,0.6,0.0,5,Weekend
2013-03-10,11.0,-0.5,1020.8,0.0,0.0,6,Weekend
2013-03-10,11.0,-0.2,1021.1,1.0,0.0,6,Weekend
2013-03-10,6.0,-2.1,1020.9,0.7,0.0,6,Weekend
2013-03-10,10.0,-2.0,1021.1,1.2,0.0,6,Weekend
2013-03-10,18.0,-1.3,1021.9,0.0,0.0,6,Weekend
2013-03-10,21.0,-1.8,1022.0,1.7,0.0,6,Weekend
2013-03-10,18.0,-2.0,1022.5,0.0,0.0,6,Weekend
2013-03-10,24.0,3.5,1023.2,2.3,0.0,6,Weekend
2013-03-10,31.0,5.3,1023.5,4.6,0.0,6,Weekend
2013-03-10,26.0,6.8,1023.1,5.2,0.0,6,Weekend
2013-03-10,27.0,8.3,1022.4,4.6,0.0,6,Weekend
2013-03-10,30.0,9.8,1021.9,2.7,0.0,6,Weekend
2013-03-10,28.0,10.4,1021.0,0.4,0.0,6,Weekend
2013-03-10,34.0,11.2,1020.0,2.8,0.0,6,Weekend
2013-03-10,28.0,11.4,1019.0,4.0,0.0,6,Weekend
2013-03-10,37.0,11.3,1018.7,4.5,0.0,6,Weekend
2013-03-10,36.0,10.4,1018.3,4.1,0.0,6,Weekend
2013-03-10,38.0,9.1,1018.2,4.4,0.0,6,Weekend
2013-03-10,44.0,8.2,1018.5,2.6,0.0,6,Weekend
2013-03-10,60.0,7.7,1018.8,2.3,0.0,6,Weekend
2013-03-10,70.0,7.4,1018.8,3.5,0.0,6,Weekend
2013-03-10,64.0,6.5,1018.9,2.7,0.0,6,Weekend
2013-03-10,70.0,5.9,1018.5,2.4,0.0,6,Weekend
2013-03-10,81.0,3.0,1018.7,0.9,0.0,6,Weekend
2013-03-11,90.0,0.3,1018.5,1.4,0.0,0,Weekday
2013-03-11,95.0,-0.7,1018.0,0.7,0.0,0,Weekday
2013-03-11,95.0,-1.7,1017.4,0.5,0.0,0,Weekday
2013-03-11,96.0,-2.1,1017.2,0.6,0.0,0,Weekday
2013-03-11,97.0,-1.6,1016.9,1.1,0.0,0,Weekday
2013-03-11,106.0,-2.3,1016.9,0.1,0.0,0,Weekday
2013-03-11,114.0,-2.1,1017.0,0.9,0.0,0,Weekday
2013-03-11,112.0,1.3,1017.4,1.9,0.0,0,Weekday
2013-03-11,113.0,3.1,1017.5,1.8,0.0,0,Weekday
2013-03-11,120.0,4.6,1016.8,1.8,0.0,0,Weekday
2013-03-11,141.0,6.7,1016.0,1.4,0.0,0,Weekday
2013-03-11,140.0,7.6,1015.0,1.3,0.0,0,Weekday
2013-03-11,149.0,9.7,1013.4,1.6,0.0,0,Weekday
2013-03-11,150.0,11.3,1012.3,3.5,0.0,0,Weekday
2013-03-11,114.0,11.4,1010.9,2.5,0.0,0,Weekday
2013-03-11,106.0,10.7,1010.3,2.1,0.0,0,Weekday
2013-03-11,113.0,10.4,1009.5,3.4,0.0,0,Weekday
2013-03-11,132.0,9.7,1009.7,2.1,0.0,0,Weekday
2013-03-11,149.0,9.7,1009.8,2.0,0.0,0,Weekday
2013-03-11,144.0,9.6,1010.0,1.5,0.0,0,Weekday
2013-03-11,156.0,9.8,1010.4,1.3,0.0,0,Weekday
2013-03-11,174.0,9.6,1009.8,1.5,0.0,0,Weekday
2013-03-11,152.0,9.3,1009.2,1.5,0.0,0,Weekday
2013-03-11,113.0,8.6,1008.0,1.1,0.0,0,Weekday
2013-03-12,89.0,6.3,1007.5,1.0,0.0,1,Weekday
2013-03-12,106.0,4.8,1006.8,0.0,0.0,1,Weekday
2013-03-12,125.0,5.3,1005.8,0.2,0.0,1,Weekday
2013-03-12,117.0,6.4,1005.8,2.2,0.1,1,Weekday
2013-03-12,112.0,4.3,1006.3,0.9,0.4,1,Weekday
2013-03-12,140.0,4.7,1006.1,1.3,0.1,1,Weekday
2013-03-12,146.0,4.1,1006.2,1.0,0.9,1,Weekday
2013-03-12,115.0,3.5,1006.9,1.4,0.9,1,Weekday
2013-03-12,120.0,3.1,1006.9,1.5,0.4,1,Weekday
2013-03-12,116.0,3.4,1006.6,1.3,0.0,1,Weekday
2013-03-12,123.0,3.7,1006.8,0.9,0.0,1,Weekday
2013-03-12,130.0,4.4,1006.5,1.4,0.0,1,Weekday
2013-03-12,132.0,4.8,1006.8,1.5,0.0,1,Weekday
2013-03-12,129.0,5.3,1006.6,1.8,0.1,1,Weekday
2013-03-12,139.0,5.6,1007.1,1.6,0.0,1,Weekday
2013-03-12,135.0,6.4,1007.6,1.5,0.0,1,Weekday
2013-03-12,133.0,6.6,1008.1,0.6,0.0,1,Weekday
2013-03-12,141.0,6.4,1009.4,1.4,0.0,1,Weekday
2013-03-12,124.0,5.8,1011.1,0.4,0.0,1,Weekday
2013-03-12,137.0,3.3,1012.5,0.5,0.0,1,Weekday
2013-03-12,160.0,2.9,1014.1,0.7,0.0,1,Weekday
2013-03-12,140.0,3.6,1015.5,0.8,0.0,1,Weekday
2013-03-12,88.0,1.9,1016.7,1.2,0.0,1,Weekday
2013-03-12,50.0,3.8,1017.7,0.9,0.0,1,Weekday
2013-03-13,22.0,3.4,1018.5,0.9,0.0,2,Weekday
2013-03-13,10.0,2.7,1018.9,2.1,0.0,2,Weekday
2013-03-13,10.0,2.8,1019.3,2.4,0.0,2,Weekday
2013-03-13,7.0,2.4,1019.7,1.3,0.0,2,Weekday
2013-03-13,11.0,0.3,1020.5,0.9,0.0,2,Weekday
2013-03-13,3.0,-0.9,1021.0,0.9,0.0,2,Weekday
2013-03-13,3.0,0.8,1022.2,1.6,0.0,2,Weekday
2013-03-13,3.0,3.7,1023.3,2.9,0.0,2,Weekday
2013-03-13,8.0,4.8,1024.6,3.3,0.0,2,Weekday
2013-03-13,20.0,5.5,1025.2,3.9,0.0,2,Weekday
2013-03-13,16.0,6.4,1025.2,2.6,0.0,2,Weekday
2013-03-13,14.0,6.6,1024.4,3.6,0.0,2,Weekday
2013-03-13,12.0,7.6,1023.7,3.5,0.0,2,Weekday
2013-03-13,17.0,8.5,1022.9,2.3,0.0,2,Weekday
2013-03-13,15.0,9.5,1022.2,1.6,0.0,2,Weekday
2013-03-13,3.0,9.7,1021.7,2.0,0.0,2,Weekday
2013-03-13,3.0,9.1,1021.9,1.8,0.0,2,Weekday
2013-03-13,3.0,7.1,1022.3,2.7,0.0,2,Weekday
2013-03-13,23.0,6.1,1022.8,2.5,0.0,2,Weekday
2013-03-13,31.0,5.5,1023.5,1.5,0.0,2,Weekday
2013-03-13,37.0,5.0,1023.7,2.9,0.0,2,Weekday
2013-03-13,35.0,4.8,1024.0,3.2,0.0,2,Weekday
2013-03-13,37.0,4.0,1023.8,3.2,0.0,2,Weekday
2013-03-13,42.0,2.9,1024.1,2.3,0.0,2,Weekday
2013-03-14,62.0,2.5,1024.2,2.4,0.0,3,Weekday
2013-03-14,71.0,1.6,1024.5,1.0,0.0,3,Weekday
2013-03-14,60.0,1.3,1023.9,1.5,0.0,3,Weekday
2013-03-14,65.0,-0.1,1023.8,0.5,0.0,3,Weekday
2013-03-14,49.0,-0.5,1023.9,2.4,0.0,3,Weekday
2013-03-14,72.0,-0.8,1024.3,1.9,0.0,3,Weekday
2013-03-14,73.0,-0.8,1024.3,2.2,0.0,3,Weekday
2013-03-14,69.0,-0.4,1024.6,2.1,0.0,3,Weekday
2013-03-14,72.0,0.5,1024.9,2.3,0.0,3,Weekday
2013-03-14,84.0,2.2,1024.3,1.5,0.0,3,Weekday
2013-03-14,101.0,3.9,1023.4,1.7,0.0,3,Weekday
2013-03-14,111.0,5.5,1022.3,1.2,0.0,3,Weekday
2013-03-14,97.0,7.2,1021.3,3.4,0.0,3,Weekday
2013-03-14,104.0,8.7,1020.0,3.3,0.0,3,Weekday
2013-03-14,108.0,9.9,1019.4,3.8,0.0,3,Weekday
2013-03-14,105.0,9.3,1018.7,3.2,0.0,3,Weekday
2013-03-14,105.0,8.6,1018.1,3.1,0.0,3,Weekday
2013-03-14,106.0,7.6,1018.3,3.5,0.0,3,Weekday
2013-03-14,115.0,6.8,1018.4,1.6,0.0,3,Weekday
2013-03-14,119.0,6.2,1018.4,1.3,0.0,3,Weekday
2013-03-14,115.0,5.9,1018.3,1.3,0.0,3,Weekday
2013-03-14,119.0,3.5,1018.4,0.6,0.0,3,Weekday
2013-03-14,140.0,1.4,1018.2,0.0,0.0,3,Weekday
2013-03-14,162.0,1.6,1017.7,1.1,0.0,3,Weekday
2013-03-15,165.0,2.3,1017.8,1.2,0.0,4,Weekday
2013-03-15,180.0,2.4,1017.4,1.8,0.0,4,Weekday
2013-03-15,183.0,2.0,1016.6,1.1,0.0,4,Weekday
2013-03-15,182.0,1.5,1016.3,1.6,0.0,4,Weekday
2013-03-15,173.0,1.0,1016.2,0.8,0.0,4,Weekday
2013-03-15,166.0,0.7,1016.1,1.2,0.0,4,Weekday
2013-03-15,163.0,0.6,1016.0,1.2,0.0,4,Weekday
2013-03-15,137.0,2.4,1016.3,1.0,0.0,4,Weekday
2013-03-15,164.0,4.2,1016.5,1.4,0.0,4,Weekday
2013-03-15,172.0,6.4,1015.9,1.4,0.0,4,Weekday
2013-03-15,173.0,8.1,1015.1,1.6,0.0,4,Weekday
2013-03-15,3.0,9.0,1014.2,1.4,0.0,4,Weekday
2013-03-15,110.0,10.3,1013.2,1.6,0.0,4,Weekday
2013-03-15,227.0,12.0,1011.9,1.5,0.0,4,Weekday
2013-03-15,236.0,12.2,1011.4,2.7,0.0,4,Weekday
2013-03-15,256.0,12.3,1010.9,2.0,0.0,4,Weekday
2013-03-15,287.0,11.5,1010.9,3.4,0.0,4,Weekday
2013-03-15,278.0,10.6,1011.6,1.8,0.0,4,Weekday
2013-03-15,269.0,9.1,1012.2,1.0,0.0,4,Weekday
2013-03-15,286.0,7.0,1012.5,1.1,0.0,4,Weekday
2013-03-15,304.0,6.3,1013.8,0.0,0.0,4,Weekday
2013-03-15,312.0,7.1,1014.4,0.8,0.0,4,Weekday
2013-03-15,316.0,7.3,1015.3,1.0,0.0,4,Weekday
2013-03-15,353.0,7.3,1015.5,1.5,0.0,4,Weekday
2013-03-16,355.0,6.5,1015.6,1.1,0.0,5,Weekend
2013-03-16,328.0,5.9,1015.9,1.7,0.0,5,Weekend
2013-03-16,308.0,5.9,1016.5,1.5,0.0,5,Weekend
2013-03-16,304.0,5.6,1017.0,1.0,0.0,5,Weekend
2013-03-16,314.0,3.9,1018.0,1.3,0.0,5,Weekend
2013-03-16,276.0,5.3,1018.7,1.6,0.0,5,Weekend
2013-03-16,276.0,4.8,1019.3,1.3,0.0,5,Weekend
2013-03-16,275.0,6.0,1020.1,0.2,0.0,5,Weekend
2013-03-16,278.0,8.4,1020.7,1.1,0.0,5,Weekend
2013-03-16,272.0,10.7,1020.9,1.3,0.0,5,Weekend
2013-03-16,264.0,12.6,1020.2,2.8,0.0,5,Weekend
2013-03-16,270.0,13.5,1019.9,1.8,0.0,5,Weekend
2013-03-16,227.0,14.0,1018.5,2.2,0.0,5,Weekend
2013-03-16,183.0,14.1,1017.5,2.5,0.0,5,Weekend
2013-03-16,166.0,14.5,1016.6,2.1,0.0,5,Weekend
2013-03-16,150.0,13.6,1015.6,2.0,0.0,5,Weekend
2013-03-16,165.0,12.9,1015.1,1.9,0.0,5,Weekend
2013-03-16,185.0,12.4,1014.8,2.1,0.0,5,Weekend
2013-03-16,216.0,12.0,1014.2,2.4,0.0,5,Weekend
2013-03-16,188.0,10.8,1014.7,1.2,0.0,5,Weekend
2013-03-16,197.0,10.0,1014.6,1.6,0.0,5,Weekend
2013-03-16,228.0,9.2,1014.1,2.7,0.0,5,Weekend
2013-03-16,242.0,8.3,1013.4,1.8,0.0,5,Weekend
2013-03-16,210.0,7.8,1012.6,1.5,0.0,5,Weekend
2013-03-17,166.0,7.2,1012.2,1.5,0.0,6,Weekend
2013-03-17,162.0,6.5,1011.2,1.3,0.0,6,Weekend
2013-03-17,176.0,5.6,1009.8,1.0,0.0,6,Weekend
2013-03-17,217.0,6.8,1008.8,1.4,0.0,6,Weekend
2013-03-17,183.0,5.9,1007.9,0.6,0.0,6,Weekend
2013-03-17,180.0,5.3,1007.5,0.7,0.0,6,Weekend
2013-03-17,184.0,4.2,1006.0,0.6,0.0,6,Weekend
2013-03-17,206.0,5.6,1005.8,0.6,0.0,6,Weekend
2013-03-17,206.0,7.6,1005.3,0.6,0.0,6,Weekend
2013-03-17,257.0,9.3,1004.7,0.7,0.0,6,Weekend
2013-03-17,267.0,10.6,1003.6,0.8,0.0,6,Weekend
2013-03-17,293.0,12.9,1001.9,1.4,0.0,6,Weekend
2013-03-17,322.0,14.4,1000.1,1.2,0.0,6,Weekend
